,Wo.dIPA,Word,Stress,Speaker_code,Language,Lang_origin,Stop,Fricative,Position,Initial,Final,Medial,Duration.old,Duration,Vowel,Front,Back,Low,Liquid,Dip,Speaker.1,Age,Young,Old,Education,EducationLow,EducationHigh,LevelOfSpanish,SpanishLow,SpanishHigh,SP_Mid,SP_Low,SP_Zero,LevelOfQuichua,IQ_Native,IQ_High,IQ_Mid,IQ_Low,IQ_Zero,LevelofMediaLengua,ML_Native,ML_High,ML_Mid,ML_Low,ML_Zero,Living,Gender,Recording_type,F0_mid,F1_mid,F2_mid,F3_mid,Vowel_duration,F1_1,F1_2,F1_3,F1_4,F1_5,F1_6,F1_7,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F2_7,F3_1,F3_2,F3_3,F3_4,F3_5,F3_6,F3_7
3719,cuyka,cuyka,Stressed,NIO,ML,s,k,FALSE,i,TRUE,FALSE,FALSE,48.1,48.1,ui,FALSE,FALSE,FALSE,FALSE,TRUE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,142.6,506.5,1583.7,2779.8,217.6,472.8,289.6,323,338.9,340.4,341.5,343.2,1557,1280.5,1149.9,1166,1222,1306.3,1410.8,2736.3,2488.4,2497,2474.1,2426.9,2378.5,2339.2
3720,toma?a,tomasha,Unstressed,NIO,ML,s,t,FALSE,i,TRUE,FALSE,FALSE,31.3,31.3,o,FALSE,TRUE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,105.2,346.1,1794,2807.8,110.1,360.3,315.1,355.7,383.6,391.7,392,392.3,1943.9,1346.2,1303.7,1285.4,1283.3,1235.9,1205.7,2835.3,2744.6,2826,2898.9,2819.5,2688.2,2565.3
3721,toma?a,tomasha,Unstressed,NIO,ML,s,t,FALSE,i,TRUE,FALSE,FALSE,26.7,26.7,o,FALSE,TRUE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,115.6,588.5,1753.5,2951.2,65.4,606.8,372.1,410.9,409.4,411.9,423.5,420.1,1775.7,1327.8,1238.2,1171.5,1152.3,1186.9,1137.2,2964.2,2719.2,2725.5,2556.9,2538.5,2588.4,2622.7
3722,te?minanahun?i,terminanahunchi,Unstressed,NIO,ML,s,t,FALSE,i,TRUE,FALSE,FALSE,39,39,e,TRUE,FALSE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,136.2,285.5,2138.4,2785.2,111.8,284.7,348.6,373.8,363.2,360.4,352.6,344.1,2146.3,1611.6,1967,1891.9,1919.3,1930.1,1936.6,2794.4,2136.7,2422.2,2614.4,2342.2,2295.1,2389.7
3723,p?oyectoka,proyectoka,Unstressed,NIO,ML,s,p,FALSE,i,TRUE,FALSE,FALSE,38.8,38.8,o,FALSE,TRUE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,127.9,258.2,1251.9,2498.6,250.1,272.3,340.9,374.5,373.3,367.3,350.9,342.9,1235.1,1189.7,1304.7,1347,1391.4,1468.3,1463.3,2514.8,2574.8,2431.8,2250.5,2221.7,2332,2467.1
3724,diciemb?epimi,diciembrepimi,Unstressed,NIO,ML,s,d,FALSE,i,TRUE,FALSE,FALSE,38,38,i,TRUE,FALSE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,104,1189.1,2134,3049.5,85.8,NA,244.4,255.1,261.9,267.4,273.3,280.4,1145.3,1935.5,1932.5,1947.3,1966.5,1976.7,1981.8,2125.1,2814.3,2771.2,2816.2,2815,2767.4,2788.3
3725,tiningi?u,tiningichu,Unstressed,NIO,ML,s,t,FALSE,i,TRUE,FALSE,FALSE,34.9,34.9,i,TRUE,FALSE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,115.5,266.5,2260.6,3044.3,60.1,266,302.1,316.5,320.9,323.8,327,328.5,2260,2148.1,2122.8,2106.6,2123.2,1739.5,1785.8,3042.3,2559.6,2586.7,2885.2,2907.7,2197,2132.1
3726,co?tangi?i?u,cortangichichu,Unstressed,NIO,ML,s,k,FALSE,i,TRUE,FALSE,FALSE,55.6,55.6,o,FALSE,TRUE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,115.8,347.2,1025.7,2459.3,301.7,366.8,385.9,395.2,410,415.1,414.7,418.5,1025.7,1053.7,1054.1,1043.9,1050.8,1045.9,1045.1,2442.4,2444.8,2460.9,2441.7,2428.7,2424.2,2448.9
3727,co?tangi?i?u,cortangichichu,Unstressed,NIO,ML,s,k,FALSE,i,TRUE,FALSE,FALSE,26.8,26.8,o,FALSE,TRUE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,117,395.2,900.3,2553.1,112.8,412.1,423.1,428.5,430.9,435.4,435,434.9,915.3,986.9,1022.1,1029.6,1037.7,1055.4,1086.4,2548.8,2538,2518.4,2496.1,2487.9,2468,2472.8
3728,boskeka,boskeka,Unstressed,NIO,ML,s,b,FALSE,i,TRUE,FALSE,FALSE,53.3,53.3,o,FALSE,TRUE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,98.6,403.4,2147.1,3015.4,60.7,411.7,662.4,368.2,372.9,399.5,383.3,392.8,2161.4,2293.1,848.2,843.1,866.3,851.2,878,3036,3022.9,2609.8,2592.1,2571.1,2522.1,2533.7
3729,ba<f1>oka,banoka,Unstressed,NIO,ML,s,b,FALSE,i,TRUE,FALSE,FALSE,82.8,82.8,a,FALSE,FALSE,TRUE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,101,468,1246.9,2460.5,98.1,491.4,515.1,519.1,519.5,531.8,521.8,525.8,1233.1,1245.7,1278.2,1294.4,1320.2,1347.7,1375.4,2472.4,2509.4,2504.8,2487.8,2496.3,2520,2558.2
3730,documentoka,documentoka,Unstressed,NIO,ML,s,d,FALSE,i,TRUE,FALSE,FALSE,90.7,90.7,o,FALSE,TRUE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,53,176.5,1371.8,2975.1,89.4,199.9,299.6,304.4,352,392.9,401.8,401.6,1375.4,1394.6,1352.5,1293.1,1265.6,1231.1,1199.8,2949.5,2804.6,2743.6,2694.5,2674.7,2664.5,2646.3
3731,pa<f1>oka,panoka,Unstressed,NIO,ML,s,p,FALSE,i,TRUE,FALSE,FALSE,13.2,13.2,a,FALSE,FALSE,TRUE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,115.4,499.9,1263.7,2551.9,116.1,500.3,504.9,514.2,531.5,540.2,544.5,556.9,1257,1161.8,1153.7,1177.8,1233.3,1319.7,1404.7,2552.6,2517.8,2522,2502.8,2574.4,2554.8,2718.1
3732,pa<f1>oka,panoka,Unstressed,NIO,ML,s,p,FALSE,i,TRUE,FALSE,FALSE,19.5,19.5,a,FALSE,FALSE,TRUE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,NA,428,1334.3,2634.4,70.5,419.7,516.9,559.1,561,563.8,555.7,545.6,1337.7,1316.7,1369.6,1441.4,1512.9,1602.7,1626.7,2640.9,2576.3,2466.9,2218.9,2167.8,1952.6,1717.5
3733,goltami,goltami,Unstressed,NIO,ML,s,g,FALSE,i,TRUE,FALSE,FALSE,128.2,128.2,o,FALSE,TRUE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,102.3,418.2,1004.3,2516.2,132,417.4,394.2,364.8,354.6,356.8,364.1,368.3,1004.8,989.1,992.6,998.1,961,938.7,931.3,2515.1,2708.3,2625.5,2643.1,2634.2,2599.7,2547
3734,goltami,goltami,Unstressed,NIO,ML,s,g,FALSE,i,TRUE,FALSE,FALSE,123.4,123.4,o,FALSE,TRUE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,NA,415.9,1098.7,2421.3,143.3,410.8,363.4,351.6,355.9,364.7,382.1,389.6,1098.1,1091,1083.5,1073.6,1062.5,1055.3,1023.8,2424,2452.2,2486.4,2519.9,2543.8,2708.8,2766.7
3735,tiaka,tiaka,Stressed,NIO,ML,s,t,FALSE,i,TRUE,FALSE,FALSE,29.8,29.8,ia,FALSE,FALSE,FALSE,FALSE,TRUE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,NA,249.3,2191.1,2954.3,271.3,250.6,262.3,262.7,260.4,262.9,266.7,268.8,2188.1,2121.4,1818.6,1929.2,2138.3,2147.8,2140.2,2942,2540.1,2132.7,2154.1,2204.9,2412.1,2713.6
3736,tiaka,tiaka,Stressed,NIO,ML,s,t,FALSE,i,TRUE,FALSE,FALSE,36,36,ia,FALSE,FALSE,FALSE,FALSE,TRUE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,NA,257,2148.9,2933.2,174.7,256.6,266.2,261.5,270.2,275.3,284.8,287.3,2150.2,2045.8,2066.6,2069,2068.4,2085.4,2099.1,2932,2200.7,2453.1,2585,2694.9,2808.6,2344.2
3737,votawan?i,votawanchi,Unstressed,NIO,ML,s,b,FALSE,i,TRUE,FALSE,FALSE,56.7,56.7,o,FALSE,TRUE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,110.1,440.6,1219.1,2440,89.9,440.7,446,448.4,441,434.7,441.1,454.6,1165.5,947.3,953.2,955.7,963.5,986.9,1018.7,2466.1,2586,2587.2,2579.2,2584.7,2605.5,2618.5
3738,votawan?i,votawanchi,Unstressed,NIO,ML,s,b,FALSE,i,TRUE,FALSE,FALSE,54.9,54.9,o,FALSE,TRUE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,113.1,853.5,1700.8,2866.6,95.3,831.5,488.8,394.9,410.6,416.6,409.2,407.5,1700.5,1585.1,900.3,903.9,987,1005.3,1005.8,2877.1,3002.5,2815.2,2780.5,2647.1,2621.4,2637
3739,tecnologiata,tecnologiata,Unstressed,NIO,ML,s,t,FALSE,i,TRUE,FALSE,FALSE,41.8,41.8,e,TRUE,FALSE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,NA,336.8,2235.6,2847.2,160.4,341.1,361.9,371.2,380.4,386.4,388.1,392,2168.4,2010.1,1978,1986,1998.2,2020.3,2020.9,2837.5,2732.9,2651,2754.1,2791.4,2784.4,2832.6
3740,tecnologiata,tecnologiata,Unstressed,NIO,ML,s,t,FALSE,i,TRUE,FALSE,FALSE,39.4,39.4,e,TRUE,FALSE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,113.4,292.7,2086.6,2662.9,102.6,297.1,346.3,355.4,358.7,364.1,360.9,354.1,2085.2,2079.7,2084.4,2073.7,2079.5,2151.9,2110.1,2658.6,2556,2656.7,2746.2,2593.8,2346.9,2262.7
3741,computado?aka,computadoraka,Unstressed,NIO,ML,s,k,FALSE,i,TRUE,FALSE,FALSE,37.8,37.8,o,FALSE,TRUE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,110.6,305.7,848.9,2446.7,115.4,346,421.1,454.1,443.5,415.2,407.9,400.3,860.1,815.9,772.9,774.3,783.9,779.6,718.5,2475.4,2607.8,2679.3,2706.3,2620.6,2504.4,2446.8
3742,television,television,Unstressed,NIO,ML,s,t,FALSE,i,TRUE,FALSE,FALSE,39.7,39.7,e,TRUE,FALSE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,105.1,302.8,2205.1,2482.1,73,304,350.1,363.3,374.7,377.6,374.3,377.1,2201.1,2017.5,1942.1,1948.9,1974.4,2018.4,2019.3,2472.6,2818.9,2745.6,2780.4,2879.5,2861.8,2835.6
3743,televisionka,televisionka,Unstressed,NIO,ML,s,t,FALSE,i,TRUE,FALSE,FALSE,35.1,35.1,e,TRUE,FALSE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,122.8,680.1,2258.9,3037.2,57.4,967.3,306.9,335.2,345.6,356.8,364.5,369.3,2380.2,2089.2,2041.3,2001.7,1991.7,1968.4,1950.5,3202,2817,2800.9,2864.3,2912,2884.5,2866.2
3744,do?minata,dorminata,Unstressed,NIO,ML,s,d,FALSE,i,TRUE,FALSE,FALSE,142.7,142.7,o,FALSE,TRUE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,NA,383.4,1442.8,2836.6,123.4,380.7,241.9,928.5,NA,312.2,348.8,360.2,1438.9,1716.2,2418.1,1087.4,1580.5,1505.2,1476.1,2808.5,2926.5,3227.9,2280.2,2717,2679.1,2674.9
3745,dedoka,dedoka,Unstressed,NIO,ML,s,d,FALSE,i,TRUE,FALSE,FALSE,89.1,89.1,e,TRUE,FALSE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,104.5,1471.4,2315.4,2929.9,112.3,NA,NA,291.5,297.4,306.2,310.2,317.1,1522.4,1427.2,1810,1909,1952,1980.5,1976.6,2366.6,2417.4,2639.6,2645.5,2685.4,2705.1,2731.2
3746,kedayta,kedayta,Unstressed,NIO,ML,s,k,FALSE,i,TRUE,FALSE,FALSE,38,38,e,TRUE,FALSE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,NA,752.3,2411.3,3094.1,108.3,752.3,299.5,314.6,308.3,300.9,291.4,286.6,2411.3,2271.4,2227.7,2211.7,2204.6,2188.6,2191.3,3094.1,2914.2,2884.4,2937.3,2959.7,2937.6,2821.5
3747,terenoka,terenoka,Unstressed,NIO,ML,s,t,FALSE,i,TRUE,FALSE,FALSE,43.9,43.9,e,TRUE,FALSE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,129.9,389.8,2109.6,2969,75,457.1,320,347.7,348.4,341.8,337.8,339.6,2139.6,2067.4,1935.1,1905,1900.9,1889.2,1882.4,3006,2906.3,2119,2775.3,2851.6,2850.6,2821.6
3748,comp?a?kangi?u,comprarkangichu,Unstressed,NIO,ML,s,k,FALSE,i,TRUE,FALSE,FALSE,49.3,49.3,o,FALSE,TRUE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,125.4,251.3,1029.9,2274.4,58.1,225.9,303.8,339.8,368.2,367.4,363,359.7,1038.4,1007.5,982.2,970,947.1,924,905.5,2310.2,2316.5,2655.1,2762.6,2764.5,2777.6,2673.5
3749,comp?a?kagi?u,comprarkagichu,Unstressed,NIO,ML,s,k,FALSE,i,TRUE,FALSE,FALSE,75.1,75.1,o,FALSE,TRUE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,110.1,459.9,607.8,2675.4,144.3,451.3,442.8,436,364,357.8,341.2,319.3,579.6,782.9,815.9,839.5,832.5,797,780.5,2656.3,2651.3,2772.8,2360.6,2445.1,2527.2,2445
3750,comp?a?kangi?u,comprarkangichu,Unstressed,NIO,ML,s,k,FALSE,i,TRUE,FALSE,FALSE,39.6,39.6,o,FALSE,TRUE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,118.2,252,915,2543.1,57.4,250.6,355.9,403.7,409.9,393.3,371.5,246.6,921.1,923,915.2,878.4,814.4,732.3,645.2,2537.6,2562,2625.7,2471.3,2350.4,2428.8,2455.2
3751,pinto?a,pintora,Unstressed,NIO,ML,s,p,FALSE,i,TRUE,FALSE,FALSE,16.5,16.5,i,TRUE,FALSE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,117.3,257.4,2100.2,2512.2,147,261.6,288.5,298,297.5,295.1,292,289.8,2102.2,2126.1,2156.3,2171.6,2176.5,2182,2184.5,2525.2,2619.7,2669.2,2727.4,2804.1,2821.4,2836.2
3752,pinto?ukuka,pintorukuka,Unstressed,NIO,ML,s,p,FALSE,i,TRUE,FALSE,FALSE,17.7,17.7,i,TRUE,FALSE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,145.5,263.6,2117.9,2684.2,87.7,262.4,274.9,275.7,275.1,277,288.8,297.3,2110.1,2188,2175.7,2183.6,2223.6,2231.9,2209,2675.3,2767.1,2786.9,2747.8,2456.4,2447.9,2752.4
3753,te?minalka,terminalka,Unstressed,NIO,ML,s,t,FALSE,i,TRUE,FALSE,FALSE,35.3,35.3,e,TRUE,FALSE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,119.7,362.9,1999.7,2612.6,88.2,364.1,374,386.6,402.4,412.7,416.9,419,1997.7,1953.1,1939.3,1938.7,1965.5,1968.1,1953.9,2603.7,2556.7,2686,2833.1,2916.7,2813.9,2690.1
3754,te?minalka,terminalka,Unstressed,NIO,ML,s,t,FALSE,i,TRUE,FALSE,FALSE,36.1,36.1,e,TRUE,FALSE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,126.5,372.3,2007.2,2787.5,80.8,371.8,388.6,407.1,421.3,425.6,424.6,425.3,2010.8,1895.7,1909.2,1921.2,1944.1,1905.1,1940.7,2801.7,2341,2226.2,2263.5,2032.5,2410.1,2786.5
3755,pintanahun?i,pintanahunchi,Unstressed,NIO,ML,s,p,FALSE,i,TRUE,FALSE,FALSE,28.4,28.4,i,TRUE,FALSE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,NA,255.3,2415.3,3016.7,77.1,262.7,284.4,290.1,288.3,287.2,286.1,286,2418.5,2274.2,2202.5,2190.2,2182.7,2209.8,2242,3077.3,3103.3,2906.4,2587.9,2669.9,2723.8,2663.4
3756,gobie?noka,gobiernoka,Unstressed,NIO,ML,s,g,FALSE,i,TRUE,FALSE,FALSE,108.1,108.1,o,FALSE,TRUE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,105.7,269.4,940.3,2671.8,153,269.4,264.6,267.2,301.1,325.1,332.1,335.1,940.5,956.3,991.3,1000.8,973.7,970.9,961.5,2672,2644.3,2571.7,2533.1,2520.6,2527,2513.7
3757,casata,casata,Unstressed,NIO,ML,s,k,FALSE,i,TRUE,FALSE,FALSE,62.2,62.2,a,FALSE,FALSE,TRUE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,117.7,553.9,1741.2,2558.8,86.4,468.4,492.4,504.3,519,525.1,535.9,530.3,1681.6,1562.6,1487.6,1531.7,1585.4,1615.7,1584.3,2524.9,2505.9,2482.5,2474.3,2469.6,2476.3,2460.2
3758,pa?keka,parkeka,Unstressed,NIO,ML,s,p,FALSE,i,TRUE,FALSE,FALSE,10.7,10.7,a,FALSE,FALSE,TRUE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,118.2,431.9,1180.1,2578.2,117.6,432.6,496.6,514.6,530.3,536.4,539.8,539.5,1177.7,1074.1,1241.7,1303.7,1340.1,1366,1368.3,2578.7,2612,2586.1,2541.2,2514.6,2500.3,2512.2
3759,besahun?i,besahunchi,Unstressed,NIO,ML,s,b,FALSE,i,TRUE,FALSE,FALSE,156.9,156.9,e,TRUE,FALSE,FALSE,FALSE,FALSE,Dontonio,63,FALSE,TRUE,Primary,TRUE,FALSE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Rural,m,WordList,112.4,266.3,1764.5,2370.9,96.8,264.5,291.8,292.8,292.9,296.3,301.2,301.1,1763.9,1846.6,1931.9,1959.4,2003.8,2057.7,2072.9,2372,2303,2247.2,2272.3,2372.7,2519.8,2708.1
