,Wo.dIPA,Word,Stress,Speaker_code,Language,Lang_origin,Stop,Fricative,Position,Initial,Final,Medial,Duration.old,Duration,Vowel,Front,Back,Low,Liquid,Dip,Speaker.1,Age,Young,Old,Education,EducationLow,EducationHigh,LevelOfSpanish,SpanishLow,SpanishHigh,SP_Mid,SP_Low,SP_Zero,LevelOfQuichua,IQ_Native,IQ_High,IQ_Mid,IQ_Low,IQ_Zero,LevelofMediaLengua,ML_Native,ML_High,ML_Mid,ML_Low,ML_Zero,Living,Gender,Recording_type,F0_mid,F1_mid,F2_mid,F3_mid,Vowel_duration,F1_1,F1_2,F1_3,F1_4,F1_5,F1_6,F1_7,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F2_7,F3_1,F3_2,F3_3,F3_4,F3_5,F3_6,F3_7
1562,kaspimi,kaspimi,Unstressed,LES,Quichua,q,k,FALSE,m,FALSE,FALSE,TRUE,12.7,12.7,a,FALSE,FALSE,TRUE,FALSE,FALSE,Pupiales,42,TRUE,FALSE,Primary,TRUE,FALSE,Mid,TRUE,FALSE,TRUE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,f,Elicitation,NA,474.4,1676.5,2623.7,158.1,472.4,483.7,527.8,582,643.4,689.5,719.4,1676.2,1694.1,1684.1,1688.3,1713,1734.8,1748.9,2645.3,2838.2,2815.7,2814.5,2812.1,2804.1,2798.9
1563,kan?i,kanchi,Stressed,LES,Quichua,q,k,FALSE,f,FALSE,TRUE,FALSE,11.7,11.7,a,FALSE,FALSE,TRUE,FALSE,FALSE,Pupiales,42,TRUE,FALSE,Primary,TRUE,FALSE,Mid,TRUE,FALSE,TRUE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,f,Elicitation,221.6,595.8,1822.9,2858.8,143.6,595.5,616.6,628.3,648.5,667.9,684.5,694.6,1822.2,1875,1896.8,1916,1936.4,1967.6,2004.5,2859.3,2823.6,2811.7,2807.1,2812.5,2811.8,2806.4
1564,ka?ka,karka,Stressed,SOR,Quichua,q,k,FALSE,f,FALSE,TRUE,FALSE,12.3,12.3,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,198.7,353,1617.6,1991.8,143.7,358.1,389.3,407.5,425.4,444.8,469.6,498.3,1617.1,1599.4,1539.6,1565.1,1575.2,1539,1589.5,2018.6,2176.5,2238.7,2249.2,2241.8,2263,2286.9
1565,ku?i,kuchi,Stressed,SOR,Quichua,q,k,FALSE,m,FALSE,FALSE,TRUE,15.3,15.3,u,FALSE,TRUE,FALSE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,NA,783.8,1468.4,2921.9,100.6,788.9,466.8,349.8,351.9,355.7,361,365.2,1483.9,1090.7,914.8,880.3,903.2,935,958.9,2954.9,2213,1961.9,2038.1,2142.2,2244.4,2268.7
1566,tyan,tyan,Stressed,SOR,Quichua,q,t,FALSE,m,FALSE,FALSE,TRUE,31.9,31.9,ia,FALSE,FALSE,FALSE,FALSE,TRUE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,169.6,297.1,1758.1,2683.5,224.6,296.4,253.6,245,264.5,288.3,311.2,335.2,1759.9,1763.7,1819.7,1809.4,1764.9,1801.5,1770.8,2683.7,2668.4,2636.5,2610.9,2636.2,2645.7,2534.3
1567,tukuni?u,tukunichu,Unstressed,SOR,Quichua,q,t,FALSE,f,FALSE,TRUE,FALSE,12.7,12.7,u,FALSE,TRUE,FALSE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,185.8,797,1713,2740,52.3,890.1,354.2,376.7,371.9,364.5,364.2,371.5,1757.9,1420.3,1264.1,1101.8,988.7,911.5,823.3,2824.1,2306.9,2270.2,2244.8,2253.1,2301.3,2310.7
1568,kunan,kunan,Stressed,SOR,Quichua,q,k,FALSE,m,FALSE,FALSE,TRUE,12.5,12.5,u,FALSE,TRUE,FALSE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,NA,537.4,829.7,2232.2,83.9,534.9,350.7,376.3,348,346.3,352.1,360,829.9,805.6,711,700.7,708.3,733.7,747.4,2232.5,2253.1,2222,2175.5,2202.5,2273.7,2297
1569,tutamanda,tutamanda,Unstressed,SOR,Quichua,q,t,FALSE,f,FALSE,TRUE,FALSE,21,21,u,FALSE,TRUE,FALSE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,NA,355.3,1475.4,2691.5,70.7,355.3,371.3,384.6,393.2,397.7,396.8,398,1475.4,1299.9,1124.6,1055.4,1017.2,993.3,1013,2691.5,2141.5,2151.3,2236.1,2219.4,2240.1,2264.7
1570,kilpa?i?ka,kilparishka,Unstressed,SOR,Quichua,q,k,FALSE,m,FALSE,FALSE,TRUE,22.3,22.3,i,TRUE,FALSE,FALSE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,156.4,232.6,1839.5,2778.8,87.2,216.7,241,288.7,304.1,308.4,310.5,312.3,1834.4,2045.6,2145.7,1851,1716.1,1723.7,1736.3,2779.9,2768.8,2366.1,2332.7,2377.8,2376,2354
1571,tapuyta,tapuyta,Unstressed,SOR,Quichua,q,t,FALSE,m,FALSE,FALSE,TRUE,6.4,6.4,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,NA,463.9,1590.7,2375.5,114.9,464.6,449.3,507.5,554.2,592.2,631.6,658.2,1594.9,1409.7,1405.6,1406.6,1401.6,1385.6,1372.1,2376.1,2336.2,2319.8,2535,2963,2917.6,2897.6
1572,kikin,kikin,Stressed,SOR,Quichua,q,k,FALSE,m,FALSE,FALSE,TRUE,26.2,26.2,i,TRUE,FALSE,FALSE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,189.3,307.3,1840.4,2915.6,129.9,311.9,262.1,287.2,327.8,351,364.7,373.3,1840,1796.2,1819.9,1650.6,1732.9,1750.7,1866.8,2909.9,2763.9,2658.8,2263.1,2286.7,2354.1,2284.6
1573,kilkaway,kilkaway,Unstressed,SOR,Quichua,q,k,FALSE,f,FALSE,TRUE,FALSE,28.7,28.7,i,TRUE,FALSE,FALSE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,169.7,474.9,1644.1,2824.3,176.7,476,295.5,255.3,295.2,315.6,326.5,333.5,1645.6,1646.7,1754.7,1680.5,1701.1,1724.3,1718.1,2824.8,2603.5,2607.3,2431,2450.3,2540,2529.7
1574,taytata,taytata,Unstressed,SOR,Quichua,q,t,FALSE,m,FALSE,FALSE,TRUE,7.9,7.9,ai,FALSE,FALSE,FALSE,FALSE,TRUE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,170.8,436.4,1726.2,2590.7,165.5,438.1,486.6,529.6,552.1,590.6,609.3,603.2,1723.2,1691.6,1605.1,1567.7,1584.4,1579.1,1548.8,2557,2479.3,2375,2316,2307.3,2301.7,2296.7
1575,payka,payka,Stressed,SOR,Quichua,q,p,FALSE,i,TRUE,FALSE,FALSE,2.9,2.9,ai,FALSE,FALSE,FALSE,FALSE,TRUE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,197.1,423.4,1275.7,2143.5,186.2,424.6,459.2,510.8,558.3,583.6,593.3,598.5,1264.1,1029,1065.9,1106.4,1132.2,1137.3,1151.1,2144.1,2178.1,2270,2319.5,2379.8,2451.5,2369.2
1576,payka,payka,Stressed,SOR,Quichua,q,p,FALSE,i,TRUE,FALSE,FALSE,9.1,9.1,ai,FALSE,FALSE,FALSE,FALSE,TRUE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,204.3,479.8,1308.4,2368.4,221.9,478.7,472.6,514.5,569.2,605.5,624.9,632.8,1278.6,983.6,983.5,1048.2,1115.5,1219.2,1294,2352.8,2280.1,2316.6,2396,2388.2,2396.9,2419.9
1577,kikin,kikin,Stressed,SOR,Quichua,q,k,FALSE,m,FALSE,FALSE,TRUE,31.8,31.8,i,TRUE,FALSE,FALSE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,188.1,286.2,1562.4,3010.6,126.3,279.2,236,266.9,303.8,319.6,330.9,339.4,1576.5,1757.5,2139.4,2314.1,2296.5,2192.2,2041,2987.7,2773.1,2659.6,2993.7,2439.6,2436.6,2457.3
1578,kan,kan,Stressed,SOR,Quichua,q,k,FALSE,i,TRUE,FALSE,FALSE,19.4,19.4,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,173.4,413.2,1491.5,1990.5,278.8,412.5,402.2,438.8,480.7,517.4,541.3,559.2,1490.5,1440.8,1381.3,1350.8,1355.3,1314.1,1287.1,1992.9,2097.4,2179.4,2241.8,2298.8,2293.2,2232.2
1579,kaymanda,kaymanda,Unstressed,SOR,Quichua,q,k,FALSE,i,TRUE,FALSE,FALSE,14.9,14.9,ai,FALSE,FALSE,FALSE,FALSE,TRUE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,NA,458.4,1423.3,2215.6,219.3,459.1,432.9,452.5,489.4,537.8,559.2,585.1,1423.2,1424.8,1423.4,1430.7,1403.7,1332.2,1296.5,2211.8,2382.4,2387,2387.7,2349.5,2314.9,2308.7
1580,kawsak,kawsak,Stressed,SOR,Quichua,q,k,FALSE,m,FALSE,FALSE,TRUE,15.6,15.6,au,FALSE,FALSE,FALSE,FALSE,TRUE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,199.1,440.2,1466.1,1983.6,112.7,438.8,408.2,421.1,426.5,443,466.9,491.1,1465.8,1465.9,1454.7,1403.2,1387.9,1338.9,1289.5,1985.5,2148.7,2334,2331.1,2358.4,2340,2316.1
1581,tutamandakuna,tutamandakuna,Unstressed,SOR,Quichua,q,t,FALSE,m,FALSE,FALSE,TRUE,8.7,8.7,u,FALSE,TRUE,FALSE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,209.3,487.3,1621.6,2527.2,95.8,372.8,348.9,398.7,416.3,422.7,424.3,424.8,1567.3,1559.4,1341.7,1224.4,1114.9,1079.5,1071.6,2431.1,2508,2605.9,2665.6,2253.9,2241.5,2313.8
1582,kimsa,kimsa,Stressed,SOR,Quichua,q,k,FALSE,m,FALSE,FALSE,TRUE,23.8,23.8,i,TRUE,FALSE,FALSE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,NA,245.5,1980.3,2834.6,153.4,245.2,268.9,262,258.9,285.6,318.8,341,1981.7,1860.4,1890.1,1936.2,1898.6,1891.1,1819.2,2834.1,2868,2851.2,2787.5,2701.1,2678.2,2659.4
1583,kanba,kanba,Stressed,SOR,Quichua,q,k,FALSE,i,TRUE,FALSE,FALSE,19.7,19.7,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,180.7,385.5,1481.7,2017.4,180.1,385.7,402.8,427.9,473.6,516.8,548.5,569.7,1481.8,1464.9,1387,1380.1,1368.2,1358.7,1370.7,2016.8,1985.9,2107.6,2178.7,2177.9,2132.2,2139.5
1584,paymi,paymi,Stressed,SOR,Quichua,q,p,FALSE,i,TRUE,FALSE,FALSE,6.5,6.5,ai,FALSE,FALSE,FALSE,FALSE,TRUE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,192.6,424.7,1196.1,2256.3,277.6,424.7,475.5,528.9,565.9,586,602.4,620.8,1196.1,1077.1,1108.8,1128.3,1151.3,1227.8,1312.6,2256.3,2225.5,2265.2,2271.3,2263.3,2272.4,2363.1
1585,paymi,paymi,Stressed,SOR,Quichua,q,p,FALSE,i,TRUE,FALSE,FALSE,6.5,6.5,ai,FALSE,FALSE,FALSE,FALSE,TRUE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,203.3,438.7,1368.3,2373.8,262.1,437.9,457.8,514.4,576.8,613.5,626.1,639.4,1375.4,1127.5,1148.1,1173.1,1197.9,1226.8,1271,2378.1,2339.8,2634.9,2791.8,2898,2838.4,2784.6
1586,tapuyta,tapuyta,Unstressed,SOR,Quichua,q,t,FALSE,m,FALSE,FALSE,TRUE,8.9,8.9,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,NA,445.2,1560.9,2396.9,123.8,448.1,497.7,566.6,620,639,649.2,664.5,1562,1559.2,1500.6,1491.8,1483.9,1443.6,1388.9,2380.1,2136.4,2028.3,2213.7,2351.5,2450.4,2390.6
1587,tig?a?i?a,tigrachisha,Unstressed,SOR,Quichua,q,t,FALSE,m,FALSE,FALSE,TRUE,13.3,13.3,i,TRUE,FALSE,FALSE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,163.9,323,1744.5,2410.1,71.5,322.6,304.8,315,320.5,321.8,320.7,319.2,1746.6,1873.4,1876.3,1937.8,1989.8,1955.3,1858.6,2408.9,2358,2362.7,2411.5,2603.3,2566.2,2358.8
1588,paykuna,paykuna,Unstressed,SOR,Quichua,q,p,FALSE,i,TRUE,FALSE,FALSE,9,9,ai,FALSE,FALSE,FALSE,FALSE,TRUE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,156.9,440,997.3,2163.4,186.8,439,468.3,513.2,551.2,573.5,586.4,597.9,988.4,921.6,978.1,1048.2,1086.5,1100.8,1139.5,2169.9,2239.1,2265.5,2273.9,2262,2243.5,2253.6
1589,kimi?i?pa,kimirishpa,Unstressed,SOR,Quichua,q,k,FALSE,m,FALSE,FALSE,TRUE,23.4,23.4,i,TRUE,FALSE,FALSE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,181.4,313.6,1825.4,2562.5,83.8,312.9,273.7,291.4,309.6,325.7,338.1,347.3,1823.3,1703.4,1761.2,1944.3,2295.7,2056,2000.5,2559.5,2374.7,2372.6,2365.5,2369.1,2372.4,2374.9
1590,pakunahuiy,pakunahuiy,Unstressed,SOR,Quichua,q,p,FALSE,f,FALSE,TRUE,FALSE,8.7,8.7,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,NA,531.9,1100.7,2220.1,56.5,530.9,558.7,570.7,584.9,593.5,593.2,588.9,1103.6,1113.3,1127.2,1126.8,1134.8,1144.1,1139.1,2217.7,2437.1,2421,2329.6,2309.2,2313,2308.2
1591,kati?kani,katirkani,Unstressed,SOR,Quichua,q,k,FALSE,m,FALSE,FALSE,TRUE,10.5,10.5,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,180,442.7,1588.9,2167.3,93.7,446.1,437.6,452.7,493,526.9,548.5,571,1588.3,1635.6,1542.8,1463.1,1482.1,1519.1,1531.9,2153.3,2177.3,2292.9,2309.4,2310.2,2471.5,2698.6
1592,tu?uymanmi,tushuymanmi,Unstressed,SOR,Quichua,q,t,FALSE,m,FALSE,FALSE,TRUE,15.4,15.4,u,FALSE,TRUE,FALSE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,189.7,262.9,1617.4,3125.1,107.9,263.1,299.7,348.7,368.8,377.7,381.7,385.5,1614.2,1496.3,1483.8,1574.3,1433.1,1164.2,1117.9,3124.7,2741,2344.8,2443.9,2285.2,2020.8,2029.4
1593,tunu?ka,tunurka,Unstressed,SOR,Quichua,q,t,FALSE,m,FALSE,FALSE,TRUE,11.4,11.4,u,FALSE,TRUE,FALSE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,177,302.7,1480.7,2548.1,127.5,302.7,345.6,357.6,354.2,351.5,349,351.6,1480.7,1425.2,1331.7,1187.3,1114.4,1084.1,1048.9,2548.1,2530.8,2185.4,2131.4,2325.2,2336.7,2295.2
1594,kamuta,kamuta,Unstressed,SOR,Quichua,q,k,FALSE,m,FALSE,FALSE,TRUE,19.8,19.8,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,178.8,465,1528.3,2120.4,159.8,465,472.5,494.9,518.3,542.5,568.4,593.2,1528.8,1499.7,1462.6,1402.4,1379.8,1368.3,1341.3,2121,2174.9,2266,2239.1,2214.6,2245.4,2279.1
1595,kilkakati?kangi,kilkakatishkangi,Unstressed,SOR,Quichua,q,k,FALSE,f,FALSE,TRUE,FALSE,28.1,28.1,i,TRUE,FALSE,FALSE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,169.2,334.4,1681.5,2684.2,125.6,310.2,298.9,301.3,310,318.4,322,323.3,1680.3,2241.7,1913.6,2060.6,2229.2,2203.1,2124.3,2640.8,2349,2415.4,2361.1,2314.7,2311.6,2322.8
1596,kaya,kaya,Stressed,SOR,Quichua,q,k,FALSE,m,FALSE,FALSE,TRUE,16.5,16.5,aia,FALSE,FALSE,FALSE,FALSE,TRUE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,167.4,411.8,1545.6,2001.4,159.4,409.5,435.7,474.3,501.8,550.3,601.5,614.8,1544,1515.6,1458.5,1406.6,1366.4,1322.3,1316.2,2004.9,2110.8,2187,2217.1,2191.4,2148.6,2144.3
1597,kangunaka,kangunaka,Unstressed,SOR,Quichua,q,k,FALSE,i,TRUE,FALSE,FALSE,17.4,17.4,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,155.4,463.2,1391.4,2130.4,125.4,463.2,495.8,552.8,591.3,610.3,632,660.6,1391.3,1329.7,1259.5,1254.8,1286.5,1307,1312.6,2130.4,2141,2147.4,2153,2177.9,2204.9,2227.5
1598,pay,pay,Stressed,SOR,Quichua,q,p,FALSE,m,FALSE,FALSE,TRUE,4.5,4.5,ai,FALSE,FALSE,FALSE,FALSE,TRUE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,186.4,487,899.4,2243.3,166,491.1,533.1,570.2,585,597.6,611.9,624,897.8,895.4,933.5,1018.1,1174.3,1266.1,1349.4,2253.2,2329.6,2338.3,2325.2,2309.3,2278.6,2261.5
1599,payka,payka,Stressed,SOR,Quichua,q,p,FALSE,i,TRUE,FALSE,FALSE,13,13,ai,FALSE,FALSE,FALSE,FALSE,TRUE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,187.8,412.7,1167.9,2350.6,233.1,407.1,442,506.1,548.7,564.7,571.9,585.4,1054.4,893.4,872.8,971.3,1040.3,1077.8,1073,2242.1,2213.3,2230.3,2167.7,2094.9,2093.5,2062.5
1600,tandanahuimanda,tandanahuimanda,Unstressed,SOR,Quichua,q,t,FALSE,m,FALSE,FALSE,TRUE,7.8,7.8,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,200.7,442.8,1711.7,2168.6,103.2,443.3,476.8,528.8,571,594.1,610.5,627.4,1716.4,1722.5,1740.9,1714.7,1688.4,1673,1669.4,2162.2,1868.9,1900.1,2415,2955.2,3081.5,3093.1
1601,ka?huian,karhuian,Unstressed,SOR,Quichua,q,k,FALSE,f,FALSE,TRUE,FALSE,24.2,24.2,a,FALSE,FALSE,TRUE,FALSE,FALSE,SegundoProfesor,70,FALSE,TRUE,Superior,FALSE,TRUE,High,FALSE,TRUE,FALSE,FALSE,FALSE,Native,TRUE,FALSE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,m,Elicitation,180.3,452,1543.2,1839,120.2,452,459.7,501.3,530.7,556.5,581.2,604.3,1543.2,1426.9,1435.6,1403.4,1381.3,1376.7,1401.2,1839,1915.7,2072.8,2136.7,2147.4,2116.1,2139.3
